DATAFLOW,LAST UPDATE,freq,indic_env,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2005,5273,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2006,5254,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2007,5252,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2008,7001,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2009,4694,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2010,4565,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2011,4899,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2012,5110,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2013,5052,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2014,5280,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2015,5384,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2016,5629,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2017,5733,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2018,5613,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2019,5801,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2020,5381,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2021,4920,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2022,5396,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Austria,2023,5406,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2005,3805,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2006,3995,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2007,4188,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2008,5610,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2009,3941,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2010,3996,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2011,6176,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2012,5674,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2013,4622,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2014,4772,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2015,4990,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2016,7181,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2017,6251,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2018,6551,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2019,7469,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2020,7391,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2021,7107,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2022,7417,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Belgium,2023,7634,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2005,181,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2006,183,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2007,191,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2008,341,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2009,219,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2010,245,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2011,208,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2012,209,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2013,177,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2014,273,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2015,316,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2016,303,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2017,379,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2018,409,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2019,425,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2020,308,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2021,433,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2022,408,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Bulgaria,2023,422,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2005,165,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2006,157,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2007,150,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2008,158,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2009,152,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2010,142,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2011,134,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2012,122,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2013,109,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2014,34,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2015,54,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2016,59,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2017,109,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2018,94,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2019,75,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2020,68,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2021,129,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2022,66,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Cyprus,2023,68,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2005,1032,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2006,1085,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2007,1086,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2008,1152,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2009,1240,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2010,1209,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2011,1265,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2012,1228,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2013,1238,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2014,1222,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2015,1334,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2016,1342,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2017,1479,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2018,1557,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2019,1618,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2020,1557,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2021,1816,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2022,1732,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Czechia,2023,1780,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2005,8347,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2006,8669,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2007,9001,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2008,15490,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2009,12634,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2010,11422,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2011,13699,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2012,13886,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2013,13018,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2014,14990,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2015,16258,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2016,16444,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2017,30245,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2018,34605,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2019,34831,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2020,35255,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2021,37147,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2022,37342,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Germany,2023,39500,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2005,1227,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2006,1285,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2007,1346,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2008,2075,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2009,1291,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2010,1817,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2011,2030,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2012,2917,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2013,2145,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2014,2699,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2015,2822,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2016,2592,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2017,3039,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2018,2762,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2019,2493,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2020,2630,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2021,2948,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2022,3085,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Denmark,2023,3176,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2005,103,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2006,101,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2007,103,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2008,126,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2009,80,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2010,112,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2011,163,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2012,199,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2013,158,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2014,130,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2015,134,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2016,153,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2017,192,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2018,240,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2019,229,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2020,233,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2021,219,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2022,245,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Estonia,2023,256,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2005,1281,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2006,1200,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2007,1120,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2008,2088,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2009,867,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2010,885,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2011,700,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2012,233,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2013,145,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2014,378,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2015,444,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2016,431,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2017,455,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2018,220,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2019,370,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2020,327,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2021,527,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2022,203,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Greece,2023,174,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Spain,2005,1766,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Spain,2006,2036,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Spain,2007,2111,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Spain,2008,2615,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Spain,2009,2235,,
ESTAT:CEI_CIE012(1.0),24/03/25 23:00:00,Annual,Investment,Million euro,Spain,2010,2287,,
